time_stamp,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,quat_x,quat_y,quat_z,quat_w
4251,4.88,-1.00,-1.62,-2.05,3.52,8.66
4261,6.50,1.12,-1.81,-2.23,3.80,8.36
4267,4.38,0.69,-1.25,-2.60,3.48,8.53
4277,4.31,0.25,-1.44,-2.58,3.58,8.47
4288,5.38,0.50,-0.94,-2.65,3.60,8.47
4301,6.38,0.19,-0.69,-2.53,3.78,8.40
4310,6.50,1.50,-0.81,-2.54,3.50,8.52
4317,6.25,1.44,-0.88,-2.93,4.39,8.50
4327,3.94,-0.31,-0.62,-2.42,3.29,8.55
4337,4.81,-0.38,-1.19,-2.19,3.48,8.46
4351,5.94,0.44,-1.25,-2.42,3.91,8.71
4361,5.88,0.69,-0.88,-2.21,3.54,8.37
4367,7.44,1.88,-0.94,-2.38,3.80,8.64
4377,6.62,2.81,-0.75,-1.99,3.41,8.72
4387,8.06,4.00,-0.06,-2.39,4.34,8.36
4398,5.62,3.19,-0.50,-2.12,3.54,8.73
4408,7.25,4.94,-1.06,-2.57,3.91,8.65
4417,5.88,4.88,-0.25,-1.94,3.64,8.47
4427,5.81,6.88,-0.75,-2.26,3.76,8.52
4437,6.50,6.56,-1.44,-2.20,3.76,8.71
4450,7.75,7.00,-2.12,-2.40,3.83,8.10
4459,8.75,8.62,-2.50,-3.03,3.80,8.63
4467,8.69,8.56,-1.69,-2.43,4.02,8.34
4477,8.50,10.19,-1.88,-2.66,3.85,8.25
4487,9.81,10.88,-2.50,-2.86,3.86,8.27
4499,11.06,12.31,-2.88,-2.81,3.72,8.35
4509,12.88,13.81,-3.31,-2.87,3.89,8.16
4517,13.00,13.56,-3.00,-1.93,3.63,8.35
4527,14.88,15.94,-4.00,-2.34,3.80,8.55
4537,16.25,16.62,-4.06,-2.18,3.76,8.46
4549,17.62,17.50,-4.19,-2.53,3.95,8.27
4559,17.94,17.81,-4.44,-2.51,4.01,8.51
4568,18.94,18.00,-4.56,-2.36,3.81,8.15
4578,20.62,18.88,-4.56,-2.78,4.08,8.39
4587,22.00,20.69,-4.81,-2.98,4.03,8.14
4598,23.62,23.12,-4.81,-2.63,4.02,8.25
4608,25.69,26.69,-5.38,-2.73,3.77,8.21
4617,28.00,29.44,-4.94,-2.70,3.78,8.22
4627,31.06,33.19,-5.56,-2.78,4.25,8.23
4637,32.19,37.81,-7.44,-3.03,3.71,8.11
4648,36.56,41.44,-8.00,-3.09,3.97,8.22
4658,38.38,45.94,-8.81,-3.35,4.15,7.96
4667,40.31,50.25,-10.12,-3.31,4.37,7.68
4677,40.19,56.56,-12.31,-3.48,3.90,7.19
4687,45.50,61.50,-13.69,-3.82,5.01,8.03
4698,47.19,62.75,-13.75,-2.48,5.15,7.77
